Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
15,15,WAS,Corey Kispert,Gonzaga,2,98,2402,840,263,120,0.465,0.367,0.835,24.5,8.6,2.7,1.2,3.4,0.068,-2.2,-0.1
16,16,OKC,Alperen Sengun,,2,96,2135,1038,608,238,0.495,0.239,0.734,22.2,10.8,6.3,2.5,3.8,0.086,-0.8,0.7
17,17,MEM,Trey Murphy III,Virginia,2,87,1581,643,253,75,0.422,0.386,0.899,18.2,7.4,2.9,0.9,4.1,0.124,0.3,0.9
18,18,OKC,Tre Mann,Florida,2,85,1878,839,232,131,0.39,0.338,0.762,22.1,9.9,2.7,1.5,0.1,0.002,-4.4,-1.2
19,19,NYK,Kai Jones,Texas,2,40,260,78,53,9,0.508,0.308,0.556,6.5,2,1.3,0.2,0.2,0.042,-5.5,-0.2
20,20,ATL,Jalen Johnson,Duke,2,49,558,188,125,32,0.47,0.22,0.7,11.4,3.8,2.6,0.7,0.6,0.056,-2.6,-0.1
21,21,NYK,Keon Johnson,Tennessee,2,46,813,315,97,87,0.354,0.346,0.754,17.7,6.8,2.1,1.9,-0.7,-0.044,-6.1,-0.8
22,22,LAL,Isaiah Jackson,Kentucky,2,61,944,475,252,35,0.555,0.286,0.686,15.5,7.8,4.1,0.6,2.5,0.126,-1.3,0.1
23,23,HOU,Usman Garuba,,2,49,608,135,202,41,0.495,0.364,0.613,12.4,2.8,4.1,0.8,1.5,0.118,0.5,0.4
24,24,HOU,Josh Christopher,Arizona State,2,92,1460,639,206,161,0.447,0.291,0.739,15.9,6.9,2.2,1.8,0.2,0.007,-3.7,-0.6
25,25,LAC,Quentin Grimes,Houston,2,64,1220,409,154,75,0.427,0.373,0.742,19.1,6.4,2.4,1.2,2.2,0.087,-0.3,0.5
26,26,DEN,Bones Hyland,VCU,2,88,1722,976,230,257,0.406,0.385,0.846,19.6,11.1,2.6,2.9,3.1,0.088,0,0.9
27,27,BRK,Cam Thomas,LSU,2,89,1512,729,190,110,0.427,0.282,0.812,17,8.2,2.1,1.2,1.1,0.034,-3.5,-0.6
28,28,PHI,Jaden Springer,Tennessee,2,6,17,7,5,0,0.5,,0.5,2.8,1.2,0.8,0,0,0.008,2.1,0
29,29,PHO,Day'Ron Sharpe,UNC,2,49,543,259,217,27,0.562,0.455,0.621,11.1,5.3,4.4,0.6,1.7,0.147,-2.8,-0.1
30,30,UTA,Santi Aldama,Loyola (MD),2,58,1003,393,237,57,0.443,0.281,0.699,17.3,6.8,4.1,1,2.5,0.12,-0.9,0.3
31,31,MIL,Isaiah Todd,,2,16,87,22,12,4,0.267,0.211,0.333,5.4,1.4,0.8,0.3,-0.2,-0.114,-7.9,-0.1
32,32,NYK,Jeremiah Robinson-Earl,Villanova,2,75,1635,587,403,74,0.44,0.361,0.756,21.8,7.8,5.4,1,3,0.088,-1.5,0.2
33,33,ORL,Jason Preston,Ohio University,1,4,27,14,3,5,0.462,0.286,0,6.8,3.5,0.8,1.3,0,0.024,-1.2,0
34,34,OKC,Rokas Jokubaitis,,,,,,,,,,,,,,,,,,
35,35,NOP,Herbert Jones,Alabama,2,96,2834,928,359,204,0.469,0.323,0.817,29.5,9.7,3.7,2.1,5.7,0.096,-0.6,1
36,36,OKC,Miles McBride,West Virginia,2,56,539,134,52,66,0.316,0.25,0.6,9.6,2.4,0.9,1.2,0.4,0.033,-3.7,-0.2
37,37,DET,JT Thor,Auburn,2,50,421,102,74,27,0.383,0.229,0.655,8.4,2,1.5,0.5,0.2,0.021,-4.2,-0.2
38,38,CHI,Ayo Dosunmu,Illinois,2,102,2799,934,297,327,0.519,0.367,0.728,27.4,9.2,2.9,3.2,4.1,0.071,-2,0
39,39,SAC,Neemias Queta,Utah State University,2,16,122,45,32,7,0.447,,0.647,7.6,2.8,2,0.4,0.1,0.058,-5.1,-0.1
40,40,NOP,Jared Butler,Baylor,1,42,360,161,45,63,0.404,0.318,0.688,8.6,3.8,1.1,1.5,0.4,0.057,-1.6,0
41,41,SAS,Joe Wieskamp,Iowa,1,29,205,61,14,9,0.357,0.326,0.538,7.1,2.1,0.5,0.3,0.1,0.035,-3.9,-0.1
42,42,DET,Isaiah Livers,Michigan,2,41,813,249,107,34,0.428,0.386,0.794,19.8,6.1,2.6,0.8,1,0.06,-1.9,0
43,43,NOP,Greg Brown III,Texas,2,55,690,242,142,35,0.429,0.303,0.63,12.5,4.4,2.6,0.6,0.4,0.025,-4.7,-0.5
44,44,BRK,Kessler Edwards,Pepperdine,2,61,1061,299,186,33,0.401,0.34,0.81,17.4,4.9,3,0.5,0.5,0.023,-4.2,-0.6
45,45,BOS,Juhann Begarin,,,,,,,,,,,,,,,,,,
46,46,TOR,Dalano Banton,Nebraska,2,85,905,316,156,123,0.417,0.28,0.667,10.6,3.7,1.8,1.4,0.9,0.046,-2,0
47,47,TOR,David Johnson,Louisville,1,2,2,0,0,0,0,0,,1,0,0,0,0,-0.495,-27.7,0
48,48,ATL,Sharife Cooper,Auburn,1,13,39,7,5,5,0.214,0.167,,3,0.5,0.4,0.4,-0.2,-0.297,-16.3,-0.1
49,49,BRK,Marcus Zegarowski,Creighton,,,,,,,,,,,,,,,,,
50,50,PHI,Filip Petrusev,Gonzaga,,,,,,,,,,,,,,,,,
51,51,MEM,Brandon Boston Jr.,Kentucky,2,62,853,394,122,57,0.384,0.333,0.815,13.8,6.4,2,0.9,0.5,0.027,-3.2,-0.3
52,52,DET,Luka Garza,Iowa,2,36,401,192,103,20,0.447,0.314,0.635,11.1,5.3,2.9,0.6,0.8,0.093,-2.6,-0.1
53,53,PHI,Charles Bassey,Western Kentucky,2,41,460,177,171,35,0.667,0.2,0.676,11.2,4.3,4.2,0.9,1.6,0.168,1.1,0.4
54,54,IND,Sandro Mamukelashvili,Seton Hall,2,53,497,185,105,25,0.472,0.388,0.719,9.4,3.5,2,0.5,1.2,0.117,-1.2,0.1
55,55,OKC,Aaron Wiggins,Maryland,2,70,1587,535,247,100,0.468,0.322,0.741,22.7,7.6,3.5,1.4,2,0.061,-3.6,-0.6
56,56,CHO,Scottie Lewis,Florida,1,2,7,1,0,1,,,0.5,3.5,0.5,0,0.5,0,0.164,6,0
57,57,CHO,Balsa Koprivica,Florida State,,,,,,,,,,,,,,,,,
58,58,NYK,Jericho Sims,Texas,2,61,806,170,253,29,0.743,,0.513,13.2,2.8,4.1,0.5,2.6,0.154,-0.8,0.2
59,59,BRK,RaiQuan Gray,Florida State,,,,,,,,,,,,,,,,,
60,60,IND,Georgios Kalaitzakis,,1,13,214,86,21,12,0.463,0.385,0.467,16.5,6.6,1.6,0.9,-0.1,-0.024,-7,-0.3
